Chi0n,SlogP_VSA6,MinPartialCharge,BCUT2D_CHGHI,SlogP_VSA1,TPSA,HeavyAtomMolWt,SMR_VSA7,Target feature,Kappa1,AvgIpc,SMR_VSA4,SlogP_VSA8,FpDensityMorgan1,PEOE_VSA2,fr_allylic_oxid,BCUT2D_LOGPHI,BCUT2D_CHGLO,EState_VSA4,SlogP_VSA5,SPS,RingCount,fr_piperzine,SMR_VSA6,VSA_EState7,Kappa3,PEOE_VSA8,NumSaturatedHeterocycles,SMR_VSA5,FpDensityMorgan2,fr_NH2,SlogP_VSA2,FpDensityMorgan3,fr_Imine,fr_NH1,fr_C_O,SlogP_VSA4,NumAromaticHeterocycles,BCUT2D_MWHI,Chi1n,EState_VSA8,VSA_EState2,qed,Chi4v,BalabanJ,VSA_EState4,PEOE_VSA7,BCUT2D_MRLOW,BCUT2D_MWLOW,BCUT2D_LOGPLOW,PEOE_VSA12,Kappa2,VSA_EState5,PEOE_VSA5,EState_VSA7,NHOHCount,EState_VSA3,VSA_EState8,MolLogP,fr_bicyclic,PEOE_VSA6,PEOE_VSA3,SMR_VSA10,EState_VSA2,Target Feature
19.53440910361774,9.984809465271338,-0.2935255147973819,2.600532088113167,0.0,24.72,340.3000000000001,0.0,1,20.60624687294816,3.150502892205044,43.48058343518124,0.0,0.6428571428571429,9.984809465271338,0,2.644697757474545,-2.343082085132494,24.92532490414794,105.7506394274039,42.92857142857143,4,0,13.08951281182515,13.25822336932681,2.868737096784919,35.34286375616011,0,105.7506394274039,1.035714285714286,0,24.51288281736655,1.321428571428571,2,0,0,33.49577396990991,0,14.8222660494387,12.20422612095181,41.54242319814374,10.1881924437462,0.4173618732617801,7.340246526019462,1.164037575501787,4.807589192862531,74.03236601452443,0.193480759150443,9.700469635810666,-2.322229234053284,0.0,6.947534329517691,1.764908477578238,0.0,0.0,0,21.65996187758712,16.98108651648622,7.121200000000009,4,54.38406644399575,0.0,11.4233700055414,0.0,2.244233519824592
19.79468245099708,0.0,-0.3134072129990773,2.614066470420122,10.63357720801266,24.06,340.3000000000001,0.0,0,21.16345429259501,3.150502892205044,33.49577396990991,0.0,0.6071428571428571,0.0,0,2.658342289949484,-2.394689647839289,23.91949375061871,105.7506394274039,45.21428571428572,4,0,13.08951281182515,14.13538102269576,3.02717656903665,12.08368165829592,0,117.8343210856998,1.0,0,25.17319447012107,1.285714285714286,0,2,0,33.49577396990991,0,14.97511000634207,12.59575411272515,52.1760004061564,0.0,0.4624728071616784,8.180905033985566,1.080362063115187,2.153503044012327,97.95185976514314,0.1203222980173243,9.689226058600022,-2.444816775724512,0.0,7.257647928994084,1.914376644091859,0.0,0.0,2,21.65996187758712,17.6705653555792,6.155600000000006,4,54.38406644399575,0.0,0.0,0.0,0.7326203965833441
23.68910964199699,0.0,-0.3255733210758452,2.665273775695772,0.0,0.0,388.3440000000002,0.0,0,25.02611195742453,3.214947253123124,33.49577396990991,0.0,0.5625,0.0,0,2.679014399768647,-2.4772026580666,23.91949375061871,105.7506394274039,42.1875,4,0,41.28020074253391,14.4916192655274,3.470069678502657,23.67162418464558,0,117.8343210856998,0.90625,0,62.32994411621907,1.15625,0,0,0,33.49577396990991,0,15.35393759886982,14.24900475587681,69.73311112885249,0.0,0.2609227801240689,10.14030341075288,1.219066029523398,2.184127470091298,74.03236601452444,-0.9229015704343101,9.68129265007358,-2.565224041654418,0.0,7.709372924468942,1.930720384526508,0.0,0.0,0,21.65996187758712,18.2872161632852,7.129200000000009,4,41.54242319814374,0.0,0.0,0.0,2.2072096119872064
20.24151588480429,9.984809465271338,-0.2935255148336137,2.600528653569801,0.0,24.72,352.3110000000001,0.0,1,21.56745408348398,3.17926985320412,43.48058343518124,0.0,0.6206896551724138,9.984809465271338,0,2.644708711275066,-2.342884614287352,24.92532490414794,112.1714610503299,41.86206896551724,4,0,13.08951281182515,14.69543927282678,3.263847962156897,35.34286375616011,0,112.1714610503299,1.0,0,24.51288281736655,1.310344827586207,2,0,0,33.49577396990991,0,14.82121596989277,12.70422612095181,41.54242319814374,10.19472009788506,0.3778455055831542,7.517023221316098,1.120512909778165,4.827851813732591,74.03236601452443,0.1935102089478292,9.70049715960851,-2.322030494033969,0.0,7.485203794175765,1.769975405362917,0.0,0.0,0,21.65996187758712,17.01201341019265,7.511300000000009,4,60.80488806692176,0.0,11.4233700055414,0.0,2.0328429166610515
22.61767735120201,58.51574601296421,-0.2572393015210201,2.602485715919116,0.0,24.72,424.3770000000002,59.65783953108687,0,23.19491726781307,3.337073624442143,43.48058343518124,0.0,0.6,9.984809465271338,0,2.648473252120894,-2.342009125064716,29.63140626461592,91.19425591909379,36.51428571428571,6,0,0.0,8.627310798875893,3.345855439602058,22.25335094433497,0,86.48817455862581,0.9714285714285714,0,11.4233700055414,1.257142857142857,2,0,0,33.49577396990991,0,14.83111152791072,13.86882537569647,90.07335974583661,10.3010198025079,0.4290384545075999,8.119075847834536,1.13667806407789,9.0717826238612,103.0039156488389,0.193686506552366,9.70038553581742,-2.318892629384824,0.0,7.639210919851287,1.605177804776269,0.0,0.0,0,10.82998093879356,14.6923179140855,9.1148,4,65.80789147199017,0.0,22.79814255490853,10.82998093879356,2.143860666979896
15.54914341214241,53.52334128032855,-0.3987285599838353,2.592294942303743,5.733667477162185,38.38,304.2670000000001,59.65783953108687,0,16.38230541965992,2.92051309758689,21.74029171759062,0.0,0.96,4.992404732635669,0,2.637658457192008,-2.341882516374624,23.71350021845453,51.16057945124389,28.6,4,0,5.733667477162185,4.766280046136041,2.681684775361196,16.81406174685105,0,46.4544980907759,1.56,1,5.711685002770702,2.08,1,0,0,16.74788698495495,0,14.82086038684734,9.398008418082243,57.16941400984153,5.068012779568516,0.711012171569234,4.812877560216466,1.523516049715847,12.35843304181242,72.40855426450265,0.1937013120396086,9.700404399924688,-2.31885681161874,0.0,5.723892704119872,0.8065186492255949,0.0,12.13273413692322,2,5.41499046939678,7.291772414368499,5.778300000000005,2,45.03667987291831,0.0,17.08645755213783,5.41499046939678,1.4782174934988448
26.77237788958126,48.53093654769288,-0.2930725743873615,2.670743012800814,8.966061715389248,0.0,472.4210000000003,59.65783953108687,0,27.5259751703328,3.412805476470516,33.49577396990991,0.0,0.5641025641025641,8.966061715389248,0,2.682798253750355,-2.469845058357347,27.22269543063804,91.19425591909379,36.56410256410256,6,0,28.19068793070876,9.374572387765228,3.655882189183588,23.67162418464558,0,98.57185621692173,0.8974358974358975,0,40.27436958900468,1.153846153846154,0,0,0,33.49577396990991,0,15.36101173216274,15.91360401062148,118.2640476765454,0.0,0.3285394231379137,10.86636094498406,1.156405779851839,7.534827179741789,90.16227240298683,0.07359663479233358,9.680919227135966,-2.570517086924708,0.0,8.447529983148787,1.766502445743767,0.0,0.0,0,33.74364353588304,15.32736940690484,8.840800000000005,4,65.80789147199017,0.0,11.37477254936712,0.0,1.163140150339897
33.61081455299528,36.39820241076966,-0.3556231179854463,2.558257201437969,10.63357720801266,58.2,624.5290000000001,69.77891136095164,0,38.11525572392797,3.095616828856079,22.66579303111634,0.0,0.6078431372549019,9.589074368143644,0,2.58593262903773,-2.54270129672399,96.5601939098633,184.077099738068,31.33333333333333,6,0,13.08951281182515,16.41501480298867,7.081672348112992,13.08951281182515,0,174.3680149725315,1.0,0,24.90387227052816,1.392156862745098,0,2,2,22.66579303111634,0,16.15288237462965,21.07069162389032,102.4216772163073,27.6437591547126,0.2173322318502264,11.87261528800378,0.9245477374022117,8.473058000295891,132.0905303028812,-0.1391007821176213,9.49217585385057,-2.549777983204637,11.81435945870301,15.01803007645631,2.427543794831465,0.0,0.0,2,23.67162418464557,20.05913061783378,10.83709999999999,6,123.8922081229247,0.0,11.81435945870301,33.47432133629013,1.3728003083197282
35.986976019393,84.92913895846256,-0.3256134336823175,2.560237194207268,10.63357720801266,58.2,696.5949999999999,129.4367508920385,0,39.63696532816995,3.184153270801699,22.66579303111634,0.0,0.5614035087719298,9.589074368143644,0,2.589584016176127,-2.542448017052229,82.00381040155325,163.0998946068319,29.15789473684211,8,0,10.63357720801266,11.28886419851416,6.972321470804225,11.37477254936712,0,148.6847284808275,0.9473684210526315,0,11.81435945870301,1.315789473684211,0,2,2,22.66579303111634,0,16.15299700868541,22.21342603398215,150.9526137640002,28.34322896993967,0.1877813773196451,12.4799160112827,0.8938029516960042,12.08548694301886,161.0620799371957,-0.1333978689798444,9.492103494849209,-2.534166358902851,11.81435945870301,14.88561657183155,1.999976124989597,0.0,0.0,2,23.67162418464557,18.37752500961026,12.82219999999998,6,128.8952115279931,0.0,23.18913200807014,22.64434039749657,2.1867000544323045
22.31881886047933,58.51574601296421,-0.4573791779576538,2.602517443310568,4.736862953800049,33.95,428.3650000000002,48.53093654769288,1,23.00709468337336,3.337073624442143,43.48058343518124,0.0,0.6,9.984809465271338,0,2.64878228278003,-2.341981426347941,47.55125155410974,80.0673529356998,36.4,6,0,0.0,7.523698139305892,3.294634080850217,22.25335094433497,0,80.0673529356998,0.9714285714285714,0,11.4233700055414,1.257142857142857,2,0,0,33.49577396990991,0,16.48055297498304,13.56996688497379,65.80789147199017,10.18990869139679,0.4399154244159055,7.820217357111848,1.13667806407789,6.033338664104559,109.7216593163653,0.193686540716181,9.700415948571102,-2.318862773257647,0.0,7.540774784817459,3.240723679372919,0.0,24.26546827384644,0,10.82998093879356,14.56293519803611,9.3163,4,41.54242319814374,0.0,22.79814255490853,10.82998093879356,2.6030429458474345
