HallKierAlpha,Chi1,SlogP_VSA6,Chi0,BCUT2D_CHGHI,MinPartialCharge,EState_VSA10,VSA_EState6,SMR_VSA7,SMR_VSA4,fr_allylic_oxid,BCUT2D_LOGPHI,BCUT2D_CHGLO,SlogP_VSA5,SPS,BertzCT,PEOE_VSA8,NumAromaticCarbocycles,NumSaturatedHeterocycles,Chi1v,PEOE_VSA9,MaxEStateIndex,ExactMolWt,VSA_EState3,BCUT2D_MRHI,MinAbsEStateIndex,VSA_EState1,FractionCSP3,Chi1n,PEOE_VSA1,EState_VSA8,qed,VSA_EState4,MinEStateIndex,SMR_VSA1,BCUT2D_MRLOW,BCUT2D_MWLOW,VSA_EState5,EState_VSA3,PEOE_VSA6,MinAbsPartialCharge,SMR_VSA5,MaxAbsEStateIndex,Target Feature
-0.66,13.1277936432767,9.984809465271338,20.20889601337017,2.600532088113167,-0.2935255147973819,0.0,0.0,0.0,43.48058343518124,0,2.644697757474545,-2.343082085132494,105.7506394274039,42.92857142857143,611.9203005807427,35.34286375616011,0,0,12.20422612095181,0.0,5.094096221873098,384.350449408,0.0,5.94451857322285,0.3872247872728121,0.0,0.9230769230769231,12.20422612095181,0.0,41.54242319814374,0.4173618732617801,4.807589192862531,0.3872247872728121,0.0,0.193480759150443,9.700469635810666,1.764908477578238,21.65996187758712,54.38406644399575,0.03884365429851114,105.7506394274039,5.094096221873098,1
-0.08,13.1277936432767,0.0,20.20889601337018,2.614066470420122,-0.3134072129990773,0.0,1.536673841828201,0.0,33.49577396990991,0,2.658342289949484,-2.394689647839289,105.7506394274039,45.21428571428572,516.7801241234168,12.08368165829592,0,0,12.59575411272515,0.0,3.961416712562997,388.381749536,7.922833425125994,5.134526939622194,0.5338684970983402,0.0,1.0,12.59575411272515,10.63357720801266,52.1760004061564,0.4624728071616784,2.153503044012327,0.5338684970983402,0.0,0.1203222980173243,9.689226058600022,1.914376644091859,21.65996187758712,54.38406644399575,0.01288657023386288,117.8343210856998,3.961416712562997,0
-0.08,14.59575411272515,0.0,23.79468245099707,2.665273775695772,-0.3255733210758452,0.0,1.738402236889929,0.0,33.49577396990991,0,2.679014399768647,-2.4772026580666,105.7506394274039,42.1875,643.6201536047666,23.67162418464558,0,0,14.24900475587681,53.36388240082982,2.627117384182923,446.45890269618,0.0,5.11718734403878,0.5432308210510737,2.517629791177771,1.0,14.24900475587681,8.966061715389248,69.73311112885249,0.2609227801240689,2.184127470091298,0.5432308210510737,8.966061715389248,-0.9229015704343101,9.68129265007358,1.930720384526508,21.65996187758712,41.54242319814374,0.09480154751355077,117.8343210856998,2.627117384182923,0
-0.66,13.6277936432767,9.984809465271338,20.91600279455672,2.600528653569801,-0.2935255148336137,0.0,0.0,0.0,43.48058343518124,0,2.644708711275066,-2.342884614287352,112.1714610503299,41.86206896551724,626.6513661249833,35.34286375616011,0,0,12.70422612095181,0.0,5.097360048942529,398.366099472,0.0,5.944501630845527,0.390602645354716,0.0,0.9259259259259259,12.70422612095181,0.0,41.54242319814374,0.3778455055831542,4.827851813732591,0.390602645354716,0.0,0.1935102089478292,9.70049715960851,1.769975405362917,21.65996187758712,60.80488806692176,0.03884364519596072,112.1714610503299,5.097360048942529,1
-2.22,16.52677312884306,58.51574601296421,24.63961743368831,2.602485715919116,-0.2572393015210201,0.0,17.86905772255992,59.65783953108687,43.48058343518124,0,2.648473252120894,-2.342009125064716,91.19425591909379,36.51428571428571,1101.164251546143,22.25335094433497,2,0,13.86882537569647,11.37477254936712,5.150509901253949,466.334799344,0.0,5.963447710669175,0.2704760518661459,0.0,0.5757575757575758,13.86882537569647,0.0,90.07335974583661,0.4290384545075999,9.0717826238612,0.2704760518661459,0.0,0.193686506552366,9.70038553581742,1.605177804776269,10.82998093879356,65.80789147199017,0.06289745878380013,86.48817455862581,5.150509901253949,0
-2.09,11.88197828593047,53.52334128032855,17.65648977056288,2.592294942303743,-0.3987285599838353,0.0,16.87564973555559,59.65783953108687,21.74029171759062,0,2.637658457192008,-2.341882516374624,51.16057945124389,28.6,798.9913641424451,16.81406174685105,2,0,9.398008418082243,5.687386274683562,5.758408034812463,332.225248896,0.0,5.956004043882383,0.278082987709212,0.0,0.4347826086956522,9.398008418082243,5.733667477162185,57.16941400984153,0.711012171569234,12.35843304181242,0.278082987709212,0.0,0.1937013120396086,9.700404399924688,0.8065186492255949,5.41499046939678,45.03667987291831,0.06289745878380013,46.4544980907759,5.758408034812463,0
-1.64,18.04848050536686,48.53093654769288,28.22540387131522,2.670743012800814,-0.2930725743873615,0.0,20.65063997511389,59.65783953108687,33.49577396990991,0,2.682798253750355,-2.469845058357347,91.19425591909379,36.56410256410256,1135.685264139421,23.67162418464558,2,0,15.91360401062148,40.27436958900468,2.584471926061785,528.44325263218,0.0,5.484711748043846,0.4296494105587354,2.020151197669513,0.6756756756756757,15.91360401062148,0.0,118.2640476765454,0.3285394231379137,7.534827179741789,0.4296494105587354,0.0,0.07359663479233358,9.680919227135966,1.766502445743767,33.74364353588304,65.80789147199017,0.1321598962435728,98.57185621692173,2.584471926061785,0
-2.62,24.23652565409676,36.39820241076966,36.60587275993917,2.558257201437969,-0.3556231179854463,9.589074368143644,14.36361005320726,69.77891136095164,22.66579303111634,0,2.58593262903773,-2.54270129672399,184.077099738068,31.33333333333333,1460.333756810977,13.08951281182515,2,0,21.07069162389032,10.82998093879356,13.8218795773563,694.54372948,6.784550242797004,5.834761925142183,0.07984497572618143,0.0,0.7021276595744681,21.07069162389032,10.63357720801266,102.4216772163073,0.2173322318502264,8.473058000295891,-0.3012595406838834,9.589074368143644,-0.1391007821176213,9.49217585385057,2.427543794831465,23.67162418464557,123.8922081229247,0.2257502739547918,174.3680149725315,13.8218795773563,0
-4.179999999999999,27.13550513966312,84.92913895846256,40.32948739907076,2.560237194207268,-0.3256134336823175,9.589074368143644,31.04080690248095,129.4367508920385,22.66579303111634,0,2.589584016176127,-2.542448017052229,163.0998946068319,29.15789473684211,1995.57571364356,11.37477254936712,4,0,22.21342603398215,10.82998093879356,14.17161448496984,762.512429352,6.697445184779838,5.961178414360497,0.01912310216277069,0.0,0.5094339622641509,22.21342603398215,10.63357720801266,150.9526137640002,0.1877813773196451,12.08548694301886,-0.4118276311098905,9.589074368143644,-0.1333978689798444,9.492103494849209,1.999976124989597,23.67162418464557,128.8952115279931,0.2301233691404194,148.6847284808275,14.17161448496984,0
-2.419999999999999,16.52677312884306,58.51574601296421,24.63961743368831,2.602517443310568,-0.4573791779576538,0.0,16.48016883367103,48.53093654769288,43.48058343518124,0,2.64878228278003,-2.341981426347941,80.0673529356998,36.4,1107.629257484972,22.25335094433497,2,0,13.56996688497379,11.37477254936712,6.135893460779373,468.3140639,0.0,5.963633588030918,0.2392260518661458,6.135893460779373,0.5625,13.56996688497379,4.736862953800049,65.80789147199017,0.4399154244159055,6.033338664104559,0.2392260518661458,4.736862953800049,0.193686540716181,9.700415948571102,3.240723679372919,10.82998093879356,41.54242319814374,0.1270830306641318,80.0673529356998,6.135893460779373,1
-2.29,11.88197828593047,53.52334128032854,17.65648977056288,2.592316095734774,-0.4573792052231779,0.0,15.4867608466667,48.53093654769288,21.74029171759062,0,2.637835331795212,-2.341842673811976,40.0336764678499,28.44,804.925793521736,16.81406174685104,2,0,9.099149927359559,5.687386274683562,5.856557841500798,334.204513452,0.0,5.956147753417535,0.2468329877092124,5.856557841500798,0.4090909090909091,9.099149927359559,10.47053043096223,20.77121159907187,0.701836833957373,9.44534862807167,0.2468329877092124,4.736862953800049,0.1937010586340334,9.700419604583464,2.382598464830799,5.41499046939678,20.77121159907187,0.1270830305154059,40.0336764678499,5.856557841500798,0
-0.8200000000000001,11.05109591398663,18.19910120538483,17.75071237662706,2.529044342094073,-0.3304540372829667,0.0,7.421275037792895,34.88945568047582,11.33289651555817,0,2.572702580647616,-2.560380670350534,75.98649581171892,33.25,608.9517673974138,5.41499046939678,1,0,9.989090219229947,27.68777235394414,2.589341563786008,328.29987663609,0.0,5.416434189394514,0.3802210884353738,1.08554007443708,0.7391304347826086,9.989090219229947,4.483030857694624,67.03706595217888,0.6402829083318621,5.69068136127908,0.3802210884353738,4.483030857694624,-0.8778194190700686,9.493121969001452,1.462168361165249,16.74788698495495,52.31487162707333,0.08373443832014982,71.13195342895072,2.589341563786008,0
-2.16,16.52677312884306,48.53093654769288,24.63961743368831,2.617957681245817,-0.457379228706033,0.0,18.17197777277953,48.53093654769288,33.49577396990991,0,2.665038175552888,-2.395598108708276,80.0673529356998,38.0,1000.051231656923,23.45845420766305,2,0,13.9396300320943,0.0,6.177276680734022,472.345364028,7.715112983611153,5.510373184050718,0.3827742009088004,6.177276680734022,0.625,13.9396300320943,15.37044016181271,100.7069369538493,0.4407887670643804,4.031772832731156,0.3827742009088004,4.736862953800049,0.1421584676853151,9.689090392534677,3.474706105676774,33.74364353588304,41.54242319814374,0.1270799582961356,92.15103459399572,6.177276680734022,0
-1.35,13.75722126081307,18.19910120538483,21.2338400397525,2.543244777485806,-0.3543358430268191,4.794537184071822,7.158378077700318,34.88945568047582,11.33289651555817,0,2.569898147969309,-2.542828379897654,89.83397021110015,28.89655172413793,723.4185536351547,13.08951281182515,1,0,11.89824267236878,5.41499046939678,13.40089943619525,398.329713964,3.309675450044317,5.828140463227633,0.1173663470017638,0.0,0.7307692307692307,11.89824267236878,10.21669833485681,69.95822273838537,0.6776977998882487,4.343918730003723,-0.2592572515117155,4.794537184071822,-0.1385599350871279,9.492302048348856,1.274510359712987,11.83581209232279,66.16234602645459,0.225795262508632,84.97942782833196,13.40089943619525,0
-1.35,14.09313656120131,18.19910120538483,22.15648977056287,2.543999050885461,-0.349962832555415,4.794537184071822,7.171642540510236,34.88945568047582,11.33289651555817,0,2.570015261509513,-2.54291084544554,89.83397021110015,28.73333333333333,766.1266129126665,0.0,1,0,12.34545626786873,38.64168807572427,13.51682914141067,413.35264048009,3.360925450044317,5.828019294362043,0.1159195877425045,1.017557580719124,0.7407407407407407,12.34545626786873,9.799819461700956,72.10598499021211,0.5939755186392852,4.347639258055024,-0.2606744850718061,9.277568041766447,-0.9044505924121932,9.492297887023657,1.284595734757153,17.74299182167429,52.31487162707333,0.2259569363411612,84.97942782833196,13.51682914141067,0
-0.08,13.94916084832262,0.0,21.94938298937633,2.625182033708714,-0.3028453536435101,0.0,1.637538039359065,0.0,33.49577396990991,0,2.670045717169999,-2.432559724251623,105.7506394274039,43.4,570.1286302842973,12.08368165829592,0,0,13.35457756487689,0.0,2.741288643582114,416.413049664,0.0,5.137752931772813,0.5413507055464577,0.0,1.0,13.35457756487689,9.799819461700956,65.43758662519906,0.379590592721592,2.168815257051812,0.5413507055464577,0.0,0.05522979123943213,9.685882295475244,1.922548514309184,21.65996187758712,54.38406644399575,0.01539980686982168,117.8343210856998,2.741288643582114,0
