Chi0n,SlogP_VSA2,FpDensityMorgan3,MaxAbsPartialCharge,HallKierAlpha,EState_VSA9,BCUT2D_MRHI,MinAbsEStateIndex,Target feature,SMR_VSA4,AvgIpc,Chi1n,VSA_EState2,PEOE_VSA2,qed,EState_VSA1,BCUT2D_LOGPHI,fr_aryl_methyl,fr_allylic_oxid,BalabanJ,BCUT2D_CHGLO,VSA_EState4,PEOE_VSA7,BCUT2D_MWLOW,BCUT2D_MRLOW,BCUT2D_LOGPLOW,EState_VSA4,VSA_EState5,fr_unbrch_alkane,VSA_EState8,MolLogP,MinAbsPartialCharge,NumValenceElectrons,SMR_VSA5,Chi1v,PEOE_VSA13,VSA_EState1,Target Feature
19.53440910361774,24.51288281736655,1.321428571428571,0.2935255147973819,-0.66,9.984809465271338,5.94451857322285,0.3872247872728121,1,43.48058343518124,3.150502892205044,12.20422612095181,10.1881924437462,9.984809465271338,0.4173618732617801,0.0,2.644697757474545,0,0,1.164037575501787,-2.343082085132494,4.807589192862531,74.03236601452443,9.700469635810666,0.193480759150443,-2.322229234053284,24.92532490414794,1.764908477578238,3,16.98108651648622,7.121200000000009,0.03884365429851114,158,105.7506394274039,12.20422612095181,0.0,0.0,1.449092531119419
19.79468245099708,25.17319447012107,1.285714285714286,0.3134072129990773,-0.08,0.0,5.134526939622194,0.5338684970983402,0,33.49577396990991,3.150502892205044,12.59575411272515,0.0,0.0,0.4624728071616784,0.0,2.658342289949484,0,0,1.080362063115187,-2.394689647839289,2.153503044012327,97.95185976514314,9.689226058600022,0.1203222980173243,-2.444816775724512,23.91949375061871,1.914376644091859,3,17.6705653555792,6.155600000000006,0.01288657023386288,162,117.8343210856998,12.59575411272515,0.0,0.0,0.8450980400142569
23.68910964199699,62.32994411621907,1.15625,0.3255733210758452,-0.08,0.0,5.11718734403878,0.5432308210510737,0,33.49577396990991,3.214947253123124,14.24900475587681,0.0,0.0,0.2609227801240689,0.0,2.679014399768647,0,0,1.219066029523398,-2.4772026580666,2.184127470091298,74.03236601452444,9.68129265007358,-0.9229015704343101,-2.565224041654418,23.91949375061871,1.930720384526508,3,18.2872161632852,7.129200000000009,0.09480154751355077,186,117.8343210856998,14.24900475587681,0.0,2.517629791177771,-0.14266750356873156
20.24151588480429,24.51288281736655,1.310344827586207,0.2935255148336137,-0.66,9.984809465271338,5.944501630845527,0.390602645354716,1,43.48058343518124,3.17926985320412,12.70422612095181,10.19472009788506,9.984809465271338,0.3778455055831542,0.0,2.644708711275066,0,0,1.120512909778165,-2.342884614287352,4.827851813732591,74.03236601452443,9.70049715960851,0.1935102089478292,-2.322030494033969,24.92532490414794,1.769975405362917,4,17.01201341019265,7.511300000000009,0.03884364519596072,164,112.1714610503299,12.70422612095181,0.0,0.0,1.8009595428733502
22.61767735120201,11.4233700055414,1.257142857142857,0.2572393015210201,-2.22,9.984809465271338,5.963447710669175,0.2704760518661459,0,43.48058343518124,3.337073624442143,13.86882537569647,10.3010198025079,9.984809465271338,0.4290384545075999,0.0,2.648473252120894,0,0,1.13667806407789,-2.342009125064716,9.0717826238612,103.0039156488389,9.70038553581742,0.193686506552366,-2.318892629384824,29.63140626461592,1.605177804776269,0,14.6923179140855,9.1148,0.06289745878380013,184,86.48817455862581,13.86882537569647,0.0,0.0,0.11394335230683679
15.54914341214241,5.711685002770702,2.08,0.3987285599838353,-2.09,10.72607220979785,5.956004043882383,0.278082987709212,0,21.74029171759062,2.92051309758689,9.398008418082243,5.068012779568516,4.992404732635669,0.711012171569234,0.0,2.637658457192008,0,0,1.523516049715847,-2.341882516374624,12.35843304181242,72.40855426450265,9.700404399924688,0.1937013120396086,-2.31885681161874,23.71350021845453,0.8065186492255949,0,7.291772414368499,5.778300000000005,0.06289745878380013,130,46.4544980907759,9.398008418082243,0.0,0.0,0.3010299956639812
26.77237788958126,40.27436958900468,1.153846153846154,0.2930725743873615,-1.64,0.0,5.484711748043846,0.4296494105587354,0,33.49577396990991,3.412805476470516,15.91360401062148,0.0,8.966061715389248,0.3285394231379137,0.0,2.682798253750355,0,0,1.156405779851839,-2.469845058357347,7.534827179741789,90.16227240298683,9.680919227135966,0.07359663479233358,-2.570517086924708,27.22269543063804,1.766502445743767,0,15.32736940690484,8.840800000000005,0.1321598962435728,212,98.57185621692173,15.91360401062148,0.0,2.020151197669513,-0.11350927482751806
33.61081455299528,24.90387227052816,1.392156862745098,0.3556231179854463,-2.62,0.0,5.834761925142183,0.07984497572618143,0,22.66579303111634,3.095616828856079,21.07069162389032,27.6437591547126,9.589074368143644,0.2173322318502264,0.0,2.58593262903773,2,0,0.9245477374022117,-2.54270129672399,8.473058000295891,132.0905303028812,9.49217585385057,-0.1391007821176213,-2.549777983204637,96.5601939098633,2.427543794831465,4,20.05913061783378,10.83709999999999,0.2257502739547918,280,174.3680149725315,21.07069162389032,0.0,0.0,-0.08618614761628333
35.986976019393,11.81435945870301,1.315789473684211,0.3256134336823175,-4.179999999999999,0.0,5.961178414360497,0.01912310216277069,0,22.66579303111634,3.184153270801699,22.21342603398215,28.34322896993967,9.589074368143644,0.1877813773196451,10.82998093879356,2.589584016176127,2,0,0.8938029516960042,-2.542448017052229,12.08548694301886,161.0620799371957,9.492103494849209,-0.1333978689798444,-2.534166358902851,82.00381040155325,1.999976124989597,0,18.37752500961026,12.82219999999998,0.2301233691404194,300,148.6847284808275,22.21342603398215,0.0,0.0,0.4872346492038205
22.31881886047933,11.4233700055414,1.257142857142857,0.4573791779576538,-2.419999999999999,14.72167241907139,5.963633588030918,0.2392260518661458,1,43.48058343518124,3.337073624442143,13.56996688497379,10.18990869139679,9.984809465271338,0.4399154244159055,0.0,2.64878228278003,0,0,1.13667806407789,-2.341981426347941,6.033338664104559,109.7216593163653,9.700415948571102,0.193686540716181,-2.318862773257647,47.55125155410974,3.240723679372919,0,14.56293519803611,9.3163,0.1270830306641318,184,80.0673529356998,13.56996688497379,0.0,6.135893460779373,1.7968055253808632
